EGaIn eutectic structure Ga0.858In0.142 at 150.0C

20000 atoms
2 atom types

0.0 73.8394526831 xlo xhi
0.0 73.8394526831 ylo yhi
0.0 73.8394526831 zlo zhi

Masses

1 69.723000  # Ga
2 114.818000  # In

Atoms  # atomic

1 1 68.6423434990 23.3609977926 13.5804643924
2 2 15.1046190091 41.9205054219 43.9746949163
3 1 71.2192242422 48.2302393381 55.2988562263
4 1 48.2592415539 55.2108522796 70.9823632522
5 1 0.6193873289 7.8597945166 22.0561187391
6 1 48.4690424939 59.7961156555 64.4009921128
7 1 71.2290506220 53.4365299314 47.4400265742
8 1 52.9763826863 34.5272547682 24.0409943915
9 1 32.4631170736 53.8798424989 73.3974929819
10 1 49.9799844130 58.3939018874 12.6202152511
11 1 1.9825358293 59.0989007553 66.7303775993
12 2 1.8220778724 36.3103528524 38.8583935288
13 1 44.0353398082 3.8365166931 66.0929208539
14 1 53.7747761630 60.4265169442 36.9361742889
15 1 59.8239425157 7.0862634158 16.1671513941
16 1 19.1036739075 34.5646726697 33.9198658575
17 2 52.3898138440 13.1473365030 39.2419685896
18 2 12.3859943654 56.7687989502 68.5356053433
19 1 45.0046781201 11.0894670484 36.1537678198
20 1 27.8629448638 62.6602638066 67.2749207033
21 2 28.3431794834 23.2960448305 41.9699131507
22 1 13.8683809102 9.2920707210 50.7716979117
23 2 59.0425224150 42.3496260680 71.8627691761
24 1 46.8182281792 65.6005739119 36.5811546378
25 1 25.9631721214 52.7383795030 37.2098501496
26 1 16.6609573702 18.0887785888 58.5399697784
27 1 36.5632600713 67.5700159976 69.8057387954
28 1 39.3735759907 18.6439149887 53.2280598357
29 1 27.1314772131 36.8199281058 16.7301774963
30 2 26.1070938433 48.0585397021 23.1067937159
31 1 56.7630046771 57.7304238003 62.9414496822
32 2 70.1405199534 7.9246650973 67.2474618291
33 1 24.8141292270 61.0194784240 66.3152593516
34 1 3.1540746934 14.4573955708 21.7458164278
35 1 46.2973280138 6.3666668909 10.5549820267
36 1 38.0883478594 50.9005864938 63.2527810230
37 1 47.8008323845 42.9464046715 52.5084129187
38 1 18.6383225723 66.4672983558 32.6587242094
39 1 1.5152464613 70.8608440348 48.1599682195
40 1 37.8948686213 50.3848218657 36.1473945103
41 1 68.4115271619 38.0922800272 5.3282461731
42 1 41.9045021321 45.4292199532 69.5232630594
43 1 30.6702027772 19.5261029902 7.1914580257
44 1 35.8744714327 34.3104514758 2.1974116788
45 1 51.2650677938 52.9389823798 53.8888760577
46 1 30.5954523280 1.1148904357 67.1182281312
47 1 58.2872925050 12.1982162347 23.0959441913
48 1 45.1118670010 26.9137632796 11.5218040241
49 1 13.0920165419 64.0844982994 21.4204315442
50 1 43.2093429592 33.5227331581 30.3611682349
51 1 65.1732443511 51.1491806816 20.6213916966
52 1 4.7582314015 14.6662589299 68.7949439432
53 1 63.0894302099 70.4970902575 3.8583586351
54 1 42.7878717402 35.4795813456 1.6029791259
55 1 27.5879305534 30.5763119594 44.5921796236
56 1 49.6015583685 61.9413841950 57.5597885744
57 1 29.5875457816 58.6676035865 65.9478102577
58 1 19.3820951080 73.0417656206 63.0077291619
59 2 54.0118728520 26.2547711212 65.2216125546
60 1 64.0896242180 70.5732712532 0.0079197627
61 1 1.2213814821 23.1907611321 73.4936015786
62 1 10.9905759729 12.3590348371 56.0125440267
63 2 5.1340324941 52.0917725884 34.6429076245
64 1 0.7522923025 57.2125699599 58.6433677777
65 1 11.0441264550 1.7502631980 56.2703717525
66 1 16.5156836649 19.3588140385 33.7349940325
67 2 18.4544668733 41.9617471567 62.5378073456
68 1 27.9186628740 31.9329875019 61.4801442695
69 1 27.4041790049 2.9944314035 40.9566389431
70 1 33.3197755945 53.5558271520 27.9445794353
71 1 62.0740585744 34.6539401104 41.5452828540
72 1 48.8225973243 34.1316865052 46.0490107279
73 2 16.3835443677 54.1142114328 28.1831965283
74 1 14.3864759281 20.0225108788 18.4026414319
75 1 11.2338650887 56.9578121324 18.8594625266
76 1 9.4177352221 49.1155785441 30.4812914754
77 1 49.3076063933 48.7202689754 22.5489201531
78 1 14.8582878241 16.3943615015 8.8585828872
79 1 2.7427990353 2.5202574466 17.0197389434
80 1 16.8615127036 46.1430582988 65.9062294211
81 1 57.5746899611 53.2715668130 22.9228791129
82 1 26.8098807470 14.4785716017 69.0762023563
83 1 41.4781311265 60.3483597665 25.7636173866
84 1 59.0504634698 7.6870165349 52.5825632376
85 1 67.7438948034 59.3363038037 24.1538556882
86 1 18.8369744924 36.5506896315 30.5408064870
87 1 31.3771225412 5.4920533212 44.5540354453
88 1 55.1728193700 58.8925920497 28.1697897837
89 1 58.8617217061 34.8372595496 53.2677199634
90 1 13.9713614167 32.0903093190 60.8044344744
91 1 61.0115186086 13.9944579698 1.4843332418
92 1 51.9454189137 25.6422355511 30.9759321884
93 2 56.7152642226 71.0983894165 65.9065337473
94 1 9.9640631150 58.9094635030 50.3651971411
95 1 39.1388150781 63.9436114540 55.6194270954
96 1 6.8820279994 24.3256273534 30.4486357525
97 1 0.0712261095 44.1237664447 50.3999706899
98 1 27.0459709607 29.2772586219 35.1002591325
99 1 42.9066218213 10.1261304601 73.7961955723
100 1 37.4607634278 36.4077755999 13.7987296315
101 1 21.8629769562 58.9619149317 21.7662678134
102 1 51.4750769053 20.1551600558 67.3806013992
103 2 22.0439736253 65.7067585369 69.9054560145
104 1 12.4724303920 26.5298807530 50.3715986769
105 1 68.0350787755 10.7011342410 7.3746699224
106 1 30.3925237449 72.0027236742 3.0648202627
107 1 13.8016492055 44.9510950446 6.4401821884
108 2 23.3545441750 45.0520917997 14.8561074831
109 1 51.0893486937 18.0631216644 50.2382736460
110 1 35.8813759408 19.2347943205 20.8773904224
111 1 66.8580520391 20.3680730671 62.1099110842
112 1 14.5038683204 24.4100994978 69.8986326154
113 2 37.3680683883 29.7880061802 1.9982091825
114 1 45.9114289205 25.6480236293 20.4387034842
115 1 4.7297694489 24.6912128992 4.9996650928
116 1 0.2823803987 3.0250401818 25.7666362887
117 1 6.7898559840 38.4198284641 15.9308481366
118 2 73.2241149348 19.7289537360 50.2232367322
119 1 38.8577254160 32.4836786916 48.8488772641
120 1 9.9524635225 58.1743393194 10.1881979252
121 1 46.7347098947 15.7769330699 1.7260204462
122 1 46.2924614555 47.4170181029 47.4125589540
123 1 63.8431340103 24.8987670759 30.3449423530
124 1 45.0655975722 69.4713462648 11.2293023670
125 1 13.5907424257 11.4036386737 52.6345580800
126 1 68.5217687329 31.2109900260 40.2555907631
127 1 23.8050247504 11.8663458536 51.9203606489
128 1 53.9211426525 70.9157454114 27.3568209697
129 1 52.9206169907 72.8102206362 8.1790159077
130 1 55.9871810601 11.6337100874 60.2851324105
131 1 40.9149241016 42.9531643284 69.1244774953
132 1 32.0720005108 36.1168837338 49.1867090845
133 1 46.5302265460 9.6142475250 26.1276451710
134 1 46.8971631078 67.8551978168 6.7390846941
135 1 5.2486652048 30.5482407809 15.9228259160
136 1 38.3742625138 41.2403697098 34.9777608400
137 2 15.9398793129 17.6800362416 16.0038339564
138 1 48.4158186510 62.4972291351 68.7049815436
139 1 59.0941213641 50.2644238390 15.3037403570
140 1 54.7637481692 51.4590531801 28.1889106358
141 1 62.7723308790 38.9954405690 65.9393008951
142 1 60.5896551363 16.8781201516 60.5944247482
143 1 10.2312997951 35.6251357811 10.9880900397
144 1 33.1017876573 49.1738614331 58.2617224247
145 2 48.8832504424 52.5376883243 65.5637972361
146 1 10.4612259644 10.8964971554 24.0665550560
147 1 2.3535461288 50.7840357142 56.4672479909
148 2 25.8445039089 45.4856648204 70.7751049719
149 1 21.4911659127 50.7039618406 3.1181094118
150 1 4.6152339569 60.1347539564 32.2396609129
151 1 28.9501184368 24.4148436973 33.7932774058
152 1 61.6819457216 34.4659583481 31.1075267602
153 1 42.1513662323 54.5714873444 4.0673287425
154 1 46.0891575029 45.8587546801 0.0820010617
155 1 44.5173265389 2.9672688352 43.2514864922
156 1 33.1080913115 26.1192493584 68.9309923721
157 1 19.7340317274 20.7709922935 37.2819800120
158 1 47.7598097951 71.6666107879 2.6490257633
159 1 31.2488464916 43.4406426342 54.0284960709
160 1 12.9596415641 37.6979044291 36.9407407426
161 1 65.9214733184 28.2570816735 48.9455029130
162 1 3.4565399476 55.4699161246 27.2309041437
163 1 70.0019156517 25.6389200678 50.4982994966
164 1 60.8905883315 35.9046549599 72.6710076827
165 1 44.5852981004 56.0902818383 50.5443381383
166 2 68.8491038880 70.1316393840 73.1092637909
167 1 9.3152444402 72.1116550679 16.9170362520
168 1 13.7383044289 37.5998927012 39.1716585376
169 1 20.8699269121 22.9021580142 22.8816927285
170 1 19.6700095356 43.8186313855 16.0330832211
171 1 29.7117344104 21.3072039902 12.8363106503
172 1 16.6665630228 73.0007411739 32.0501143338
173 1 61.1530428594 42.2740341648 48.1359597677
174 1 53.8834660504 28.8921706426 29.0087487727
175 1 63.4687924031 59.8114047539 61.7699425682
176 1 13.8809254386 26.5524270162 35.5894335118
177 1 71.3342754407 41.5947371888 61.1025061468
178 1 5.6197442625 40.8434030848 40.4596236513
179 1 66.8574597051 27.2828415060 66.5413562594
180 1 10.3841179113 7.3229335974 71.8593192817
181 2 69.5600887051 43.6352001088 3.8365402766
182 1 3.7031739103 23.9684470946 27.7451567617
183 1 56.4243675128 63.4477195913 40.2948002895
184 1 23.9132747058 29.9651476891 8.0978083475
185 2 10.1375157047 55.0391134979 64.7140438368
186 2 19.1236313685 50.6244514013 26.5165948047
187 1 0.4443012505 56.2051778872 30.5711869289
188 2 24.6544006365 20.5305490767 43.7509211977
189 1 24.0052534891 69.1731936506 7.0873303731
190 1 65.2220744337 41.9421185117 4.5723954681
191 1 64.6086841422 16.6030052625 59.0260239818
192 1 59.2100098585 2.1379858840 46.3046471948
193 1 44.6462320886 5.7748008310 57.0744680196
194 1 10.5824210965 34.2382176597 7.1705991626
195 2 42.0777234129 29.8139312065 43.3126505126
196 1 55.2840689178 65.6885985304 28.0139614300
197 1 21.5933335151 37.6057125765 39.3426646356
198 1 7.7842747728 3.3922585510 45.9276337089
199 1 60.7288829218 4.0658638646 58.9219224566
200 1 18.0349113454 59.3327870802 22.0170836375
201 1 34.5030321736 68.8788929882 67.1759430477
202 1 9.5937920083 39.0978204354 45.7188621731
203 1 46.1212458451 47.7600104327 24.5203450042
204 1 8.4341148521 42.1700430509 22.2988855553
205 2 14.2883480422 41.6975592146 45.0777049074
206 1 3.3471261882 72.7595979907 7.6591476308
207 1 29.9712376074 49.1445184695 14.5472616647
208 1 17.8529368413 46.0147128794 58.9784026711
209 1 40.2156512542 14.5897431886 57.8991202020
210 2 60.1299637262 52.4916559288 69.7075992678
211 1 63.1288621717 71.1499470577 34.3087040717
212 2 35.8117834501 43.3045312313 69.5559431145
213 1 27.4891908819 44.1738804299 45.3087964589
214 1 41.3548277261 8.7512929698 29.7508048815
215 1 16.3553541965 58.2060673867 56.4124293824
216 1 12.8759766646 53.4489678036 68.2691622482
217 1 35.1427762932 67.4109079948 32.2989985688
218 2 4.8631052791 26.8558267391 13.9888012973
219 1 10.9527980101 15.5860775740 64.9461968106
220 1 60.3819249190 46.6343165121 70.5375361672
221 1 8.7906088042 44.4714489796 24.4722142176
222 1 60.6613743501 48.7184392990 31.2024156096
223 1 52.8751704956 15.8968131683 1.2429304630
224 1 20.7289961271 44.4307556596 34.0071965497
225 1 52.4752482248 12.1595754288 69.4265161988
226 1 70.5497848592 72.4166269236 4.3439693491
227 1 54.6685265210 44.3518214292 6.5682649295
228 1 73.0524017534 40.5262152109 49.8023412239
229 1 53.5257002629 41.9773194837 38.9494149725
230 1 11.1315150235 17.7424758277 29.7263821805
231 1 5.0090693353 55.9987259198 25.3041972905
232 1 73.0817742578 65.6108721550 69.3013713633
233 1 54.5747977248 1.9897397899 28.2359029572
234 1 0.7772633186 4.8167003620 50.3136637050
235 1 72.8543956867 49.1955818709 30.6509795705
236 1 3.0392837934 66.0336521240 52.1887632698
237 1 35.3616639458 15.9207084405 6.0375614036
238 1 49.7088823051 73.4539508410 43.8261014104
239 1 62.0386121977 11.2958161008 64.6938142556
240 1 40.2303622756 72.6316072694 54.3238434232
241 1 6.8732125114 21.5776614887 20.1617272239
242 1 5.2548890112 50.2125182081 16.5934279703
243 1 40.7224378196 56.8373526159 15.6331424722
244 1 21.6193455602 26.3176577422 70.6176520485
245 1 48.7520454170 70.1853157071 7.1526499197
246 1 19.5324907084 20.0945210366 61.6623798435
247 1 60.0205754084 21.6899077571 47.9742263389
248 1 31.0860136779 5.5122387998 54.5530938066
249 1 43.2234035700 25.4502882814 19.0508134785
250 1 21.5476838741 56.8364727728 31.3312199556
251 1 21.3079864133 19.5070241617 20.4475426094
252 2 62.1991067411 12.5248168517 18.6139385223
253 1 43.7037408622 72.0200277529 0.3050424882
254 1 17.7226590229 53.6455511984 18.5133618490
255 1 67.7962942488 37.5216587781 37.1066932281
256 1 52.5961277493 47.2401212586 20.9927514715
257 2 0.7223950380 43.9152439883 62.1000860010
258 1 35.9295582585 57.6534855443 30.4613484644
259 2 28.0446348780 66.3407246317 66.2137663458
260 1 53.1973936357 21.0332965259 25.0979683801
261 1 21.0568724589 57.5660341315 0.3376585412
262 1 6.2532842318 32.5895789033 18.5386735827
263 1 66.8891367334 65.0438948033 52.9074726531
264 2 17.6237282076 68.3229757148 71.5960952169
265 1 42.6968519920 19.8648527396 22.2189887951
266 1 46.1741923134 57.5832592987 31.0940428697
267 1 48.5110227780 31.2798630148 25.9712456436
268 1 46.1222145259 59.9205933646 36.4558755342
269 1 3.9246162954 35.6743736958 37.2619061392
270 1 32.2617717998 27.7647951211 57.4380885903
271 1 7.3896833900 1.2168324048 57.7702159182
272 1 62.9967715967 16.5180151198 46.2916193100
273 1 4.7752188569 17.6417812689 33.9493893432
274 1 48.9321182411 16.0749684884 34.7006299383
275 1 72.2364708664 37.8836072696 34.7142394682
276 2 49.1874882186 38.4866343119 18.9966101265
277 1 60.8561076515 9.5094236120 12.6962347208
278 1 12.9154008096 28.2022816268 7.5015899932
279 2 28.7823682280 59.8036378443 26.1208389169
280 1 64.7215948366 70.7996591819 61.9312476514
281 1 8.4948881260 41.5281694790 8.0070033202
282 1 64.6736449761 25.8443853600 66.2867905886
283 1 9.1691906674 47.0993683052 64.4267795594
284 1 0.0786807089 22.5003469367 2.1283979411
285 1 40.5917256286 12.9360359881 43.5671621122
286 1 0.3781032551 20.8244072405 56.1030625115
287 1 64.3839425872 37.3200269841 35.7194416219
288 1 3.5264405065 55.4390242315 61.3852708181
289 2 63.9474651889 61.0491288703 36.8887310765
290 1 0.6472787347 25.1935839713 54.6502665652
291 1 67.2520977661 21.7057009883 13.7863641184
292 1 65.2900963756 28.3593555995 45.5520147602
293 2 44.0803528368 23.8723403082 47.2599504838
294 1 33.1236855303 51.5739012660 11.9573924853
295 1 14.4251358337 35.6490972611 36.9243530143
296 1 56.7156651872 14.2406869417 73.2612422114
297 1 24.0199437379 62.4682115613 60.4111658330
298 2 66.9407786474 54.6002832745 23.3820443484
299 1 2.0348756036 41.5744652685 70.6402622306
300 2 11.5195839172 55.9507144272 3.0527379847
301 1 14.3653657934 38.4154380343 34.3277963879
302 1 58.2969617365 9.4557666011 65.8954593638
303 1 13.0246958049 32.1113525549 11.0281713027
304 1 50.8579991675 60.1055803637 14.2177616688
305 1 42.6894664686 53.2283932015 35.0835227803
306 1 19.3423289619 54.2077154994 25.7852502399
307 2 49.5805656997 4.0654787386 66.2373476336
308 1 38.5179925714 20.3223194105 62.2836298032
309 1 32.6720034399 49.4170454276 73.2964888831
310 1 62.9606157734 68.9326819106 63.6590517339
311 1 4.9508917292 21.5474599922 14.4968386741
312 1 30.3488009066 30.9522423379 70.7579528162
313 1 68.2337125725 72.6335859956 28.1573712004
314 2 71.1876812841 43.5885447351 36.9984161343
315 1 20.8298919973 11.9890244586 33.1382246925
316 1 25.6442401037 38.6812147880 40.1560887954
317 1 0.7966674595 21.8975423289 12.4257528702
318 1 70.7757296692 17.4579891406 61.4828133433
319 2 52.2602592808 41.3987435349 51.7701702694
320 1 15.6542785388 51.0259874215 45.8990322344
321 2 52.9760642708 11.2750827589 6.9596175169
322 1 70.2349392135 29.8272994388 47.5101318379
323 1 70.9221712528 61.8270606240 9.6459236904
324 1 36.9916725485 13.4182788273 3.7197930061
325 1 66.0912995428 19.6440230913 3.9698736536
326 1 36.8714944621 57.6029783582 41.1247339366
327 1 9.9722764409 28.6922936444 19.0264451094
328 1 38.9373601609 66.6527206864 62.9934529336
329 1 61.7905718468 15.9403508269 9.8612456963
330 1 8.8786050329 64.5817856148 5.9092536705
331 2 28.7541132123 13.4253951088 30.3593343247
332 1 61.5365614719 72.2480764945 0.3137700718
333 1 41.3394916202 55.5110098626 28.8006955999
334 1 22.7872390592 58.8976359654 53.3689985876
335 1 59.1373491360 71.7485220882 64.7941118128
336 1 44.8088358401 20.2351516056 38.3059936566
337 2 42.0066848290 70.2836691823 32.8174311563
338 1 69.8171017822 42.2942635337 67.7382861212
339 1 28.3528917696 3.4674880885 63.5397234663
340 1 55.1751268736 40.7432685137 45.5894105047
341 1 61.8824760510 66.4420988393 32.9923140131
342 2 7.5759619202 61.1449440606 63.8919416426
343 1 18.2587951509 33.1741594348 47.5133252988
344 1 27.8834333742 22.7126747074 65.9769528904
345 1 44.5626319817 64.7815816473 4.3784346999
346 2 46.0724040685 61.9382996766 44.8104799751
347 2 50.0275509797 51.5388916644 69.7391604387
348 1 65.1920061659 12.5440107689 50.1804826442
349 1 2.3924895908 58.3668664839 59.9619854166
350 1 15.5775805465 38.3811486697 58.1314264186
351 1 37.3560632870 73.1921132418 34.9945289637
352 1 33.7080987833 63.6034273048 66.5670260920
353 1 48.2516338811 59.4512311619 0.1595717757
354 1 47.2179800489 61.0223169975 3.0129077574
355 2 43.6439603744 14.4205599946 29.9680117505
356 1 25.1967575509 72.0981053503 54.0316774745
357 2 71.3699954776 40.4541096844 14.9814748369
358 1 13.4007530956 52.6877745235 63.4127190542
359 1 49.5369461053 26.8745874681 8.0676636917
360 1 45.9155258681 13.6822023566 16.2537643760
361 1 21.8185285059 54.1489731507 36.3696507536
362 1 71.3311253897 48.0723251629 14.8233535449
363 1 20.5984680492 26.5287687005 4.3694465036
364 1 19.7932306616 29.4374400958 46.0716648964
365 1 46.0008620034 72.9453981225 60.3956888804
366 1 23.9883725336 5.4865502277 56.9023760753
367 1 38.9245329910 47.2318935521 3.2420320007
368 1 54.5912618943 66.6581086182 51.0352801159
369 1 12.1651240168 19.4038705772 33.8491090906
370 1 54.2852893808 42.2373240312 55.0320252992
371 1 7.5574983658 66.3687286366 16.4251939465
372 1 24.8168465999 24.5083688066 23.7628462419
373 1 62.5871846143 29.3533334313 23.9314173520
374 1 11.5615572725 54.0446744513 31.4855730112
375 1 45.7567510257 7.4298064372 43.4907072366
376 1 14.7389048949 44.6930134424 51.1407646173
377 1 65.6251477007 51.7487982674 69.2144011815
378 1 25.0957767814 47.2724219098 52.7516692597
379 1 16.6913417122 59.9769375143 13.5776256664
380 2 18.9182887510 24.3638383925 58.6604723290
381 1 42.6424947033 45.4502759287 2.3800606710
382 1 70.9984358753 48.5860362440 70.9147716124
383 2 14.8967526194 40.8383865298 17.2376864769
384 1 13.6733073498 7.4655849145 7.5759565240
385 1 10.5305288727 26.2759444206 22.9836955306
386 2 25.7746471760 26.9170224679 10.8430085753
387 1 39.4273897507 68.6900838164 72.5086419137
388 1 4.1871046615 17.4000159291 61.8168447658
389 2 65.5161056511 17.2074895207 15.6898071701
390 1 1.2549647889 43.6557412318 64.0272224007
391 1 60.0456302075 65.5494081676 58.0487861582
392 1 27.0654504194 66.6704251187 6.5874403111
393 1 50.7658272072 28.1866887671 55.6385524996
394 1 53.8909703038 69.5214492474 30.3773318794
395 1 28.1859226484 26.5605794608 14.2452357392
396 1 26.3813040858 11.8727665710 19.7350552990
397 1 8.6144472126 1.8010073482 67.1050668630
398 1 63.2739754654 53.1478249128 8.1812216996
399 1 21.1514635225 12.6341313914 0.7163344653
400 1 60.2768576125 60.4699907157 22.4834657847
401 1 2.1508418259 27.0116744571 14.4482012974
402 1 34.8212082349 66.2843605379 28.2646224635
403 2 8.3832528074 44.4245963151 34.1807887793
404 1 27.7277400623 7.4234445773 67.0038201533
405 1 65.3419870996 18.6025150249 3.3345574920
406 1 65.3151911100 11.6871102499 45.9137560204
407 1 48.7514218310 38.3512854097 55.8845205121
408 1 28.1327079579 53.4501218535 1.7288972615
409 1 51.5698148501 15.1846062211 15.1129584964
